0,Madrid,40.4165,-3.70256,0
1,Barcelona,41.38879,2.15899,0
2,Ankara,39.91987,32.85427,0
3,Los-Angeles,34.031656,-118.241716,0
4,New-York,40.717042,-74.003663,0
5,Mexico-City,19.427318,-99.141869,0
6,Buenos-Aires,-34.605083,-58.400368,0
7,Nairobi,-1.28333,36.81667,0
8,Beijing,39.9075,116.39723,0
9,Sydney,-33.86785,151.20732,0
