origin_name,destination_name,type,constellation_telesat,height_telesat,origin_telesat,destination_telesat,Mean latency there_telesat,Mean latency back_telesat,Min. RTT_telesat,Mean RTT_telesat,Max. RTT_telesat,Smp.std. RTT_telesat,Reply arrival_telesat,constellation_kuiper,height_kuiper,origin_kuiper,destination_kuiper,Mean latency there_kuiper,Mean latency back_kuiper,Min. RTT_kuiper,Mean RTT_kuiper,Max. RTT_kuiper,Smp.std. RTT_kuiper,Reply arrival_kuiper,constellation_starlink,height_starlink,origin_starlink,destination_starlink,Mean latency there_starlink,Mean latency back_starlink,Min. RTT_starlink,Mean RTT_starlink,Max. RTT_starlink,Smp.std. RTT_starlink,Reply arrival_starlink,country_source,country_destination,min_of,avg_of,max_of,mdev_of,Distance_of,Expected_Latency_of
Mexico-City,Riyadh,isls,telesat,1015,356,353,54.89 ms,54.88 ms,109.23 ms,109.77 ms,110.48 ms,0.35 ms,199890/200000 (100%),kuiper,630,1161,1158,53.38 ms,53.38 ms,105.99 ms,106.76 ms,112.82 ms,0.83 ms,199894/200000 (100%),starlink,550,1589,1586,51.38 ms,51.38 ms,101.90 ms,102.76 ms,111.35 ms,0.68 ms,199898/200000 (100%),Mexico,Saudi Arabia,"215,338916666667","216,086208333333","223,929291666667","1,79245833333333","13877,2086692241","138,772086692241"
Mexico-City,Madrid,isls,telesat,1015,356,351,32.73 ms,32.73 ms,65.29 ms,65.47 ms,65.79 ms,0.15 ms,199935/200000 (100%),kuiper,630,1161,1156,37.15 ms,37.15 ms,72.49 ms,74.31 ms,77.02 ms,1.10 ms,199926/200000 (100%),starlink,550,1589,1584,42.65 ms,42.65 ms,78.98 ms,85.29 ms,110.27 ms,8.19 ms,199908/200000 (100%),Mexico,Spain,"147,68525","148,354375","154,492291666667","1,567625","9064,8470904846","90,648470904846"
Mexico-City,New-York,isls,telesat,1015,356,355,14.22 ms,14.22 ms,27.64 ms,28.44 ms,30.28 ms,0.78 ms,199973/200000 (100%),kuiper,630,1161,1160,14.97 ms,14.98 ms,28.88 ms,29.95 ms,35.45 ms,1.76 ms,199972/200000 (100%),starlink,550,1589,1588,14.26 ms,14.26 ms,25.77 ms,28.52 ms,36.24 ms,2.65 ms,199974/200000 (100%),Mexico,United States,"66,326125",66847,"71,4959166666667","1,141875","3384,24766609688","33,8424766609688"
Mexico-City,Los-Angeles,isls,telesat,1015,356,354,11.74 ms,11.74 ms,22.79 ms,23.49 ms,24.27 ms,0.42 ms,199977/200000 (100%),kuiper,630,1161,1159,11.89 ms,11.89 ms,22.11 ms,23.77 ms,27.61 ms,2.20 ms,199978/200000 (100%),starlink,550,1589,1587,11.10 ms,11.10 ms,20.50 ms,22.21 ms,28.29 ms,1.02 ms,199980/200000 (100%),Mexico,United States,"47,8089583333333","48,5537916666667","56,04275","1,78166666666667","2490,35365637198","24,9035365637198"
Mexico-City,Barcelona,isls,telesat,1015,356,352,34.21 ms,34.21 ms,68.09 ms,68.43 ms,75.76 ms,0.26 ms,199932/200000 (100%),kuiper,630,1161,1157,38.28 ms,38.28 ms,74.75 ms,76.56 ms,80.51 ms,1.99 ms,199926/200000 (100%),starlink,550,1589,1585,38.66 ms,38.66 ms,75.12 ms,77.31 ms,85.10 ms,0.95 ms,199924/200000 (100%),Mexico,Spain,"147,450375","148,473458333333","157,831958333333","2,19870833333333","9489,10284012858","94,8910284012857"
New-York,Madrid,isls,telesat,1015,355,351,21.77 ms,21.77 ms,43.40 ms,43.54 ms,44.13 ms,0.18 ms,199957/200000 (100%),kuiper,630,1160,1156,24.19 ms,24.19 ms,47.60 ms,48.38 ms,50.32 ms,0.34 ms,199952/200000 (100%),starlink,550,1588,1584,25.68 ms,25.68 ms,49.31 ms,51.36 ms,59.33 ms,0.67 ms,199949/200000 (100%),United States,Spain,"95,29325","95,3983333333333","95,9755416666667","0,346958333333333","5742,34096750353","57,4234096750353"
New-York,Cairo,isls,telesat,1015,355,358,32.57 ms,32.57 ms,65.06 ms,65.13 ms,65.48 ms,0.11 ms,199935/200000 (100%),kuiper,630,1160,1163,35.63 ms,35.63 ms,68.12 ms,71.26 ms,73.03 ms,0.98 ms,199929/200000 (100%),starlink,550,1588,1591,35.26 ms,35.26 ms,66.76 ms,70.53 ms,82.16 ms,2.25 ms,199932/200000 (100%),United States,Egypt,"125,681916666667","126,558875","132,32375","1,3655","8994,15830739007","89,9415830739006"
New-York,Mexico-City,isls,telesat,1015,355,356,14.22 ms,14.22 ms,27.64 ms,28.44 ms,30.28 ms,0.78 ms,199973/200000 (100%),kuiper,630,1160,1161,14.98 ms,14.97 ms,28.88 ms,29.95 ms,35.84 ms,1.76 ms,199972/200000 (100%),starlink,550,1588,1589,14.26 ms,14.26 ms,25.77 ms,28.52 ms,39.70 ms,2.65 ms,199974/200000 (100%),United States,Mexico,"66,3636666666667","67,1507916666667","73,4176666666667","1,62483333333333","3384,24766609688","33,8424766609688"
New-York,Barcelona,isls,telesat,1015,355,352,23.16 ms,23.16 ms,46.05 ms,46.32 ms,47.12 ms,0.29 ms,199954/200000 (100%),kuiper,630,1160,1157,25.22 ms,25.23 ms,49.06 ms,50.45 ms,51.98 ms,1.02 ms,199951/200000 (100%),starlink,550,1588,1585,25.28 ms,25.28 ms,49.29 ms,50.56 ms,59.19 ms,0.37 ms,199950/200000 (100%),United States,Spain,"100,068208333333","100,30975","100,813416666667","0,362291666666667","6138,5154346373","61,385154346373"
New-York,Sidney,isls,telesat,1015,355,360,67.31 ms,67.31 ms,130.89 ms,134.62 ms,139.20 ms,2.32 ms,199868/200000 (100%),kuiper,630,1160,1165,62.85 ms,62.84 ms,124.14 ms,125.69 ms,129.09 ms,1.14 ms,199875/200000 (100%),starlink,550,1588,1593,71.84 ms,71.84 ms,135.51 ms,143.67 ms,153.44 ms,6.43 ms,199854/200000 (100%),United States,Australia,"240,499583333333","240,637791666667","241,404541666667","0,533333333333333","16018,8562252764","160,188562252764"
New-York,Los-Angeles,isls,telesat,1015,355,354,16.04 ms,16.04 ms,31.42 ms,32.08 ms,32.82 ms,0.36 ms,199969/200000 (100%),kuiper,630,1160,1159,17.00 ms,16.99 ms,32.74 ms,33.99 ms,37.95 ms,1.21 ms,199968/200000 (100%),starlink,550,1588,1587,22.13 ms,22.13 ms,34.94 ms,44.27 ms,47.61 ms,4.68 ms,199965/200000 (100%),United States,United States,"67,8583333333333","67,921625","68,080875","0,257625","3965,52920669497","39,6552920669497"
New-York,Tokyo,isls,telesat,1015,355,359,39.17 ms,39.17 ms,77.03 ms,78.33 ms,82.94 ms,1.57 ms,199920/200000 (100%),kuiper,630,1160,1164,44.15 ms,44.15 ms,86.69 ms,88.30 ms,91.52 ms,1.85 ms,199913/200000 (100%),starlink,550,1588,1592,51.79 ms,51.79 ms,99.80 ms,103.58 ms,110.62 ms,4.61 ms,199890/200000 (100%),United States,Japan,"175,974291666667","176,093125","176,584833333333","0,413083333333333","10858,7731863457","108,587731863457"
New-York,Bogota,isls,telesat,1015,355,357,16.01 ms,16.01 ms,31.82 ms,32.03 ms,32.61 ms,0.23 ms,199968/200000 (100%),kuiper,630,1160,1162,27.72 ms,27.72 ms,47.18 ms,55.44 ms,59.10 ms,1.18 ms,199953/200000 (100%),starlink,550,1588,1590,33.15 ms,33.15 ms,65.22 ms,66.30 ms,68.90 ms,0.96 ms,199935/200000 (100%),United States,Colombia,"95,9565833333333",96136,97837,"0,522625","4017,56497757529","40,1756497757529"
New-York,Riyadh,isls,telesat,1015,355,353,38.53 ms,38.53 ms,74.85 ms,77.06 ms,85.80 ms,2.38 ms,199925/200000 (100%),kuiper,630,1160,1158,40.82 ms,40.83 ms,80.76 ms,81.65 ms,86.70 ms,1.45 ms,199920/200000 (100%),starlink,550,1588,1586,39.54 ms,39.54 ms,77.54 ms,79.08 ms,87.69 ms,2.16 ms,199917/200000 (100%),United States,Saudi Arabia,"151,322333333333","151,601083333333","153,573125","0,627625","10494,0572701402","104,940572701402"
Riyadh,Bogota,isls,telesat,1015,353,357,53.59 ms,53.59 ms,105.47 ms,107.18 ms,110.13 ms,1.75 ms,199895/200000 (100%),kuiper,630,1158,1162,53.86 ms,53.86 ms,105.47 ms,107.73 ms,110.05 ms,0.93 ms,199893/200000 (100%),starlink,550,1586,1590,71.64 ms,71.64 ms,142.05 ms,143.29 ms,154.07 ms,2.76 ms,199846/200000 (100%),Saudi Arabia,Colombia,"240,363458333333","241,564583333333","243,553583333333","0,9245","12842,4425727383","128,424425727383"
Riyadh,Los-Angeles,isls,telesat,1015,353,354,48.87 ms,48.87 ms,96.75 ms,97.73 ms,99.16 ms,0.87 ms,199903/200000 (100%),kuiper,630,1158,1159,53.94 ms,53.94 ms,105.27 ms,107.88 ms,109.96 ms,1.58 ms,199892/200000 (100%),starlink,550,1586,1587,62.51 ms,62.51 ms,122.91 ms,125.02 ms,129.37 ms,2.25 ms,199876/200000 (100%),Saudi Arabia,United States,"218,286791666667","218,445083333333","218,820583333333","0,410958333333333","13298,864361197","132,98864361197"
Riyadh,Tokyo,isls,telesat,1015,353,359,31.44 ms,31.44 ms,62.72 ms,62.88 ms,63.12 ms,0.11 ms,199938/200000 (100%),kuiper,630,1158,1164,36.12 ms,36.12 ms,71.25 ms,72.24 ms,77.22 ms,1.41 ms,199929/200000 (100%),starlink,550,1586,1592,49.96 ms,49.97 ms,91.78 ms,99.93 ms,117.10 ms,9.06 ms,199885/200000 (100%),Saudi Arabia,Japan,"265,91425",266287,"268,181541666667","0,796708333333333","8699,7009327143","86,997009327143"
Riyadh,Sidney,isls,telesat,1015,353,360,51.77 ms,51.77 ms,94.89 ms,103.55 ms,105.33 ms,2.62 ms,199895/200000 (100%),kuiper,630,1158,1165,52.11 ms,52.11 ms,102.16 ms,104.21 ms,107.75 ms,1.48 ms,199896/200000 (100%),starlink,550,1586,1593,64.58 ms,64.59 ms,127.86 ms,129.17 ms,140.64 ms,2.94 ms,199860/200000 (100%),Saudi Arabia,Australia,"254,057625","255,023958333333",258134,"1,13820833333333","12777,130620045","127,77130620045"
Riyadh,Barcelona,isls,telesat,1015,353,352,17.53 ms,17.53 ms,34.88 ms,35.05 ms,35.56 ms,0.16 ms,199965/200000 (100%),kuiper,630,1158,1157,19.18 ms,19.18 ms,35.38 ms,38.36 ms,40.88 ms,0.94 ms,199962/200000 (100%),starlink,550,1586,1585,20.35 ms,20.34 ms,35.31 ms,40.69 ms,47.20 ms,3.81 ms,199955/200000 (100%),Saudi Arabia,Spain,"96,1594166666667","96,440875","96,9583333333333","0,36825","4491,60477196039","44,9160477196039"
Riyadh,Cairo,isls,telesat,1015,353,358,10.44 ms,10.44 ms,18.54 ms,20.88 ms,23.15 ms,1.26 ms,199982/200000 (100%),kuiper,630,1158,1163,7.98 ms,7.98 ms,14.22 ms,15.96 ms,20.00 ms,2.21 ms,199986/200000 (100%),starlink,550,1586,1591,8.70 ms,8.70 ms,13.44 ms,17.39 ms,23.50 ms,2.29 ms,199983/200000 (100%),Saudi Arabia,Egypt,"117,3685","118,575708333333","126,997083333333","2,03954166666667","1642,66745026606","16,4266745026606"
Riyadh,Madrid,isls,telesat,1015,353,351,19.08 ms,19.08 ms,38.01 ms,38.17 ms,38.70 ms,0.18 ms,199962/200000 (100%),kuiper,630,1158,1156,21.24 ms,21.23 ms,41.14 ms,42.47 ms,48.11 ms,1.13 ms,199958/200000 (100%),starlink,550,1586,1584,24.84 ms,24.84 ms,47.06 ms,49.69 ms,59.62 ms,2.95 ms,199942/200000 (100%),Saudi Arabia,Spain,"96,26075","96,5239583333333","97,4107083333333","0,496875","4965,07383775514","49,6507383775514"
Riyadh,Mexico-City,isls,telesat,1015,353,356,54.88 ms,54.89 ms,109.23 ms,109.77 ms,110.36 ms,0.35 ms,199890/200000 (100%),kuiper,630,1158,1161,53.38 ms,53.38 ms,105.99 ms,106.76 ms,113.76 ms,0.83 ms,199894/200000 (100%),starlink,550,1586,1589,51.38 ms,51.38 ms,101.90 ms,102.76 ms,111.68 ms,0.68 ms,199898/200000 (100%),Saudi Arabia,Mexico,"215,290875","216,0115","222,210416666667","1,584375","13877,2086692241","138,772086692241"
Riyadh,New-York,isls,telesat,1015,353,355,38.53 ms,38.53 ms,74.85 ms,77.06 ms,83.13 ms,2.38 ms,199925/200000 (100%),kuiper,630,1158,1160,40.83 ms,40.82 ms,80.76 ms,81.65 ms,87.13 ms,1.45 ms,199920/200000 (100%),starlink,550,1586,1588,39.54 ms,39.54 ms,77.54 ms,79.08 ms,88.37 ms,2.16 ms,199917/200000 (100%),Saudi Arabia,United States,"151,337708333333","151,602791666667","152,968458333333","0,528541666666667","10494,0572701402","104,940572701402"
Sidney,Tokyo,isls,telesat,1015,360,359,28.39 ms,28.39 ms,56.76 ms,56.79 ms,56.89 ms,0.03 ms,199944/200000 (100%),kuiper,630,1165,1164,47.30 ms,47.30 ms,89.82 ms,94.61 ms,97.46 ms,2.38 ms,199905/200000 (100%),starlink,550,1593,1592,59.67 ms,59.66 ms,99.73 ms,119.33 ms,129.23 ms,10.67 ms,199900/200000 (100%),Australia,Japan,"135,772583333333","135,9335","137,011041666667","0,451375","7824,68211669197","78,2468211669197"
Sidney,Barcelona,isls,telesat,1015,360,352,68.97 ms,68.97 ms,135.58 ms,137.93 ms,142.14 ms,1.14 ms,199865/200000 (100%),kuiper,630,1165,1157,66.87 ms,66.87 ms,132.52 ms,133.74 ms,139.70 ms,1.02 ms,199864/200000 (100%),starlink,550,1593,1585,66.42 ms,66.41 ms,129.67 ms,132.83 ms,147.12 ms,4.93 ms,199871/200000 (100%),Australia,Spain,"237,523083333333","237,763916666667","239,066333333333","0,591875","17180,445439004","171,80445439004"
Sidney,Riyadh,isls,telesat,1015,360,353,51.77 ms,51.78 ms,94.89 ms,103.55 ms,105.33 ms,2.61 ms,199895/200000 (100%),kuiper,630,1165,1158,52.11 ms,52.11 ms,102.15 ms,104.21 ms,108.60 ms,1.48 ms,199896/200000 (100%),starlink,550,1593,1586,64.59 ms,64.59 ms,127.86 ms,129.17 ms,140.86 ms,2.95 ms,199860/200000 (100%),Australia,Saudi Arabia,"253,930083333333","254,509208333333","257,330083333333","0,924916666666667","12777,130620045","127,77130620045"
Sidney,Bogota,isls,telesat,1015,360,357,60.24 ms,60.24 ms,118.59 ms,120.48 ms,124.10 ms,1.98 ms,199881/200000 (100%),kuiper,630,1165,1162,58.19 ms,58.19 ms,111.24 ms,116.39 ms,117.74 ms,1.28 ms,199884/200000 (100%),starlink,550,1593,1590,59.23 ms,59.24 ms,108.23 ms,118.48 ms,127.44 ms,7.37 ms,199874/200000 (100%),Australia,Colombia,"246,629421052632","246,852421052632","249,237894736842","0,712315789473684","14325,1373796274","143,251373796274"
Sidney,Los-Angeles,isls,telesat,1015,360,354,47.99 ms,47.99 ms,88.11 ms,95.98 ms,99.28 ms,4.15 ms,199912/200000 (100%),kuiper,630,1165,1159,48.00 ms,48.00 ms,93.82 ms,96.00 ms,99.76 ms,1.87 ms,199906/200000 (100%),starlink,550,1593,1587,51.89 ms,51.90 ms,99.78 ms,103.79 ms,113.10 ms,5.14 ms,199887/200000 (100%),Australia,United States,"140,822416666667","140,959625","141,800166666667",451,"12073,6088347194","120,736088347194"
Sidney,Madrid,isls,telesat,1015,360,351,70.03 ms,70.04 ms,139.53 ms,140.07 ms,140.53 ms,0.29 ms,199860/200000 (100%),kuiper,630,1165,1156,68.39 ms,68.39 ms,134.43 ms,136.78 ms,140.04 ms,2.10 ms,199861/200000 (100%),starlink,550,1593,1584,68.03 ms,68.03 ms,131.19 ms,136.06 ms,146.31 ms,4.02 ms,199868/200000 (100%),Australia,Spain,"265,417125","265,632833333333","267,107916666667","0,738333333333333","17683,1933574916","176,831933574916"
Sidney,Cairo,isls,telesat,1015,360,358,62.13 ms,62.13 ms,117.98 ms,124.26 ms,124.97 ms,1.08 ms,199876/200000 (100%),kuiper,630,1165,1163,58.32 ms,58.31 ms,115.62 ms,116.63 ms,120.26 ms,1.50 ms,199885/200000 (100%),starlink,550,1593,1591,74.15 ms,74.15 ms,142.45 ms,148.31 ms,154.36 ms,5.01 ms,199846/200000 (100%),,,,,,,,
Sidney,Mexico-City,isls,telesat,1015,360,356,52.05 ms,52.04 ms,94.52 ms,104.09 ms,107.88 ms,4.43 ms,199893/200000 (100%),kuiper,630,1165,1161,53.15 ms,53.15 ms,105.09 ms,106.31 ms,110.14 ms,1.52 ms,199895/200000 (100%),starlink,550,1593,1589,68.47 ms,68.47 ms,130.62 ms,136.95 ms,145.35 ms,4.71 ms,199859/200000 (100%),Australia,Mexico,"191,73025","193,411875","201,796583333333","2,48054166666667","12972,9345835043","129,729345835043"
Sidney,New-York,isls,telesat,1015,360,355,67.31 ms,67.31 ms,130.89 ms,134.62 ms,141.41 ms,2.32 ms,199868/200000 (100%),kuiper,630,1165,1160,62.84 ms,62.84 ms,124.14 ms,125.69 ms,128.46 ms,1.14 ms,199875/200000 (100%),starlink,550,1593,1588,71.84 ms,71.83 ms,135.51 ms,143.67 ms,153.44 ms,6.43 ms,199854/200000 (100%),Australia,United States,"209,218166666667","209,333458333333","209,850291666667","0,429125","16018,8562252764","160,188562252764"
Tokyo,Mexico-City,isls,telesat,1015,359,356,42.88 ms,42.88 ms,85.41 ms,85.76 ms,86.57 ms,0.35 ms,199915/200000 (100%),kuiper,630,1164,1161,44.30 ms,44.30 ms,85.34 ms,88.60 ms,90.64 ms,1.42 ms,199915/200000 (100%),starlink,550,1592,1589,43.77 ms,43.77 ms,83.75 ms,87.54 ms,92.25 ms,1.15 ms,199911/200000 (100%),Japan,Mexico,"163,956791666667","164,808541666667","172,766625",1917,"11300,6889783313","113,006889783313"
Tokyo,Riyadh,isls,telesat,1015,359,353,31.44 ms,31.44 ms,62.72 ms,62.88 ms,63.12 ms,0.11 ms,199938/200000 (100%),kuiper,630,1164,1158,36.12 ms,36.12 ms,71.25 ms,72.24 ms,77.22 ms,1.41 ms,199929/200000 (100%),starlink,550,1592,1586,49.97 ms,49.97 ms,91.78 ms,99.93 ms,120.24 ms,9.06 ms,199885/200000 (100%),Japan,Saudi Arabia,"265,919875","266,178083333333","267,828416666667","0,6485","8699,7009327143","86,997009327143"
Tokyo,New-York,isls,telesat,1015,359,355,39.17 ms,39.17 ms,77.03 ms,78.33 ms,83.09 ms,1.57 ms,199920/200000 (100%),kuiper,630,1164,1160,44.15 ms,44.15 ms,86.69 ms,88.30 ms,91.12 ms,1.85 ms,199913/200000 (100%),starlink,550,1592,1588,51.79 ms,51.79 ms,99.80 ms,103.58 ms,110.60 ms,4.61 ms,199890/200000 (100%),Japan,United States,"176,138583333333","176,247416666667","176,645208333333","0,39575","10858,7731863457","108,587731863457"
Tokyo,Bogota,isls,telesat,1015,359,357,56.06 ms,56.06 ms,111.12 ms,112.13 ms,112.62 ms,0.59 ms,199889/200000 (100%),kuiper,630,1164,1162,54.89 ms,54.89 ms,108.17 ms,109.78 ms,113.49 ms,2.10 ms,199892/200000 (100%),starlink,550,1592,1590,54.12 ms,54.12 ms,104.60 ms,108.25 ms,113.70 ms,2.37 ms,199891/200000 (100%),Japan,Colombia,"246,28575","246,507208333333","248,752208333333","0,716958333333333","14314,5406682973","143,145406682973"
Tokyo,Cairo,isls,telesat,1015,359,358,34.38 ms,34.38 ms,68.58 ms,68.76 ms,69.42 ms,0.20 ms,199932/200000 (100%),kuiper,630,1164,1163,38.37 ms,38.37 ms,74.25 ms,76.74 ms,79.82 ms,2.35 ms,199926/200000 (100%),starlink,550,1592,1591,37.86 ms,37.86 ms,72.91 ms,75.73 ms,83.62 ms,0.54 ms,199925/200000 (100%),Japan,Egypt,"266,7596","267,4813","272,28945","1,23865","9570,11732368678","95,7011732368678"
Tokyo,Los-Angeles,isls,telesat,1015,359,354,31.91 ms,31.91 ms,63.65 ms,63.82 ms,64.31 ms,0.18 ms,199937/200000 (100%),kuiper,630,1164,1159,35.36 ms,35.36 ms,67.62 ms,70.71 ms,72.69 ms,1.80 ms,199933/200000 (100%),starlink,550,1592,1587,34.81 ms,34.81 ms,66.62 ms,69.62 ms,76.05 ms,3.23 ms,199925/200000 (100%),Japan,United States,"114,887041666667","114,97075","115,273625","0,345041666666667","8810,3433445644","88,103433445644"
Tokyo,Barcelona,isls,telesat,1015,359,352,37.32 ms,37.33 ms,74.27 ms,74.65 ms,82.38 ms,0.29 ms,199926/200000 (100%),kuiper,630,1164,1157,41.79 ms,41.79 ms,80.95 ms,83.57 ms,86.05 ms,1.02 ms,199916/200000 (100%),starlink,550,1592,1585,47.12 ms,47.12 ms,88.50 ms,94.24 ms,98.81 ms,3.41 ms,199902/200000 (100%),Japan,Spain,"254,70075","254,922583333333","255,220625","0,454208333333333","10417,8992639239","104,178992639239"
Tokyo,Madrid,isls,telesat,1015,359,351,39.57 ms,39.57 ms,76.47 ms,79.14 ms,87.03 ms,2.05 ms,199919/200000 (100%),kuiper,630,1164,1156,43.61 ms,43.61 ms,85.44 ms,87.22 ms,92.22 ms,2.19 ms,199915/200000 (100%),starlink,550,1592,1584,51.44 ms,51.44 ms,98.92 ms,102.88 ms,110.12 ms,4.15 ms,199902/200000 (100%),Japan,Spain,"235,6725","235,877916666667","236,969541666667","0,6205","10766,6139281765","107,666139281765"
Tokyo,Sidney,isls,telesat,1015,359,360,28.39 ms,28.39 ms,56.76 ms,56.79 ms,56.89 ms,0.03 ms,199944/200000 (100%),kuiper,630,1164,1165,47.30 ms,47.30 ms,89.82 ms,94.61 ms,97.46 ms,2.38 ms,199905/200000 (100%),starlink,550,1592,1593,59.66 ms,59.66 ms,99.73 ms,119.33 ms,129.22 ms,10.67 ms,199900/200000 (100%),Japan,Australia,"135,840708333333","135,971875","136,6475","0,389333333333333","7824,68211669197","78,2468211669197"
