origin_name,destination_name,type,constellation_telesat,height_telesat,origin_telesat,destination_telesat,Mean latency there_telesat,Mean latency back_telesat,Min. RTT_telesat,Mean RTT_telesat,Max. RTT_telesat,Smp.std. RTT_telesat,Reply arrival_telesat,constellation_kuiper,height_kuiper,origin_kuiper,destination_kuiper,Mean latency there_kuiper,Mean latency back_kuiper,Min. RTT_kuiper,Mean RTT_kuiper,Max. RTT_kuiper,Smp.std. RTT_kuiper,Reply arrival_kuiper,constellation_starlink,height_starlink,origin_starlink,destination_starlink,Mean latency there_starlink,Mean latency back_starlink,Min. RTT_starlink,Mean RTT_starlink,Max. RTT_starlink,Smp.std. RTT_starlink,Reply arrival_starlink,country_source,country_destination,min_of,avg_of,max_of,mdev_of,Distance_of,Expected_Latency_of,satellites_telesat,satellites_distance_telesat,satellites_kuiper,satellites_distance_kuiper,satellites_starlink,satellites_distance_starlink
Beirut,Ankara,isls,telesat,1015,355,356,9.06,9.06,16.88,18.11,19.30,0.52,199983/200000 (100%),kuiper,630,1160,1161,5.09,5.09,9.83,10.19,10.70,0.23,199990/200000 (100%),starlink,550,1588,1589,4.64,4.64,8.46,9.27,10.20,0.37,199991/200000 (100%),Lebanon,Turkey,"106,42347826087","109,817304347826","124,083347826087","3,92669565217391","710,762198880667","7,10762198880667",1,"2715,005125",1,"1566,73283333333",1,"1386,0246171875"
Ankara,Tunis,isls,telesat,1015,356,359,10.66,10.66,20.91,21.31,22.03,0.31,199979/200000 (100%),kuiper,630,1161,1164,10.35,10.35,18.94,20.70,24.06,1.20,199980/200000 (100%),starlink,550,1589,1592,10.41,10.41,19.37,20.82,27.81,1.09,199981/200000 (100%),Turkey,Tunisia,"92,30225","92,5130833333333","92,9875","0,320333333333333","2172,98163744594","21,7298163744594",1,"3264,0681875",2,"3251,55395962621",2,"3233,60415694294"
Izmir,Tunis,isls,telesat,1015,357,359,9.51,9.51,18.36,19.02,20.02,0.56,199981/200000 (100%),kuiper,630,1162,1164,7.81,7.81,14.62,15.62,17.79,0.72,199984/200000 (100%),starlink,550,1590,1592,8.01,8.01,13.62,16.02,22.66,1.82,199983/200000 (100%),Turkey,Tunisia,"52,61925","61,3519166666667","89,4660833333333","10,849625","1656,07425484361","16,5607425484361",1,"2977,06590625","1,42857142857143","2434,99340577924","1,5","2424,58534271436"
Cairo,Ankara,isls,telesat,1015,351,356,8.94,8.94,17.20,17.88,19.54,0.64,199982/200000 (100%),kuiper,630,1156,1161,5.99,5.99,11.71,11.98,14.92,0.27,199989/200000 (100%),starlink,550,1584,1589,5.35,5.35,10.27,10.70,20.61,0.25,199990/200000 (100%),Egypt,Turkey,"90,4398260869565","91,5238260869565","97,3384782608696","1,47730434782609","1108,29700787288","11,0829700787289",1,"2898,782",1,"1838,1035625",1,"1630,576046875"
Cairo,Izmir,isls,telesat,1015,351,357,8.24,8.24,15.73,16.48,18.49,0.72,199983/200000 (100%),kuiper,630,1156,1162,5.90,5.90,11.10,11.80,13.33,0.64,199989/200000 (100%),starlink,550,1584,1590,5.03,5.03,9.74,10.05,10.71,0.29,199991/200000 (100%),Egypt,Turkey,"100,496333333333","110,465166666667","138,030666666667","10,756875","1002,93677780401","10,0293677780401",1,"2771,27525",1,"1786,20908333333",1,"1563,93145"
Limassol,Athens,isls,telesat,1015,354,358,8.31,8.31,15.36,16.62,18.65,1.18,199985/200000 (100%),kuiper,630,1159,1163,5.57,5.57,10.61,11.13,11.90,0.38,199990/200000 (100%),starlink,550,1587,1591,4.81,4.81,9.31,9.62,10.12,0.20,199991/200000 (100%),Cyprus,Greece,"112,238458333333","113,292125","120,469583333333","1,86229166666667","911,249999169078","9,11249999169078",1,"2756,9219375",1,"1701,37840625",1,"1474,9765"
Ankara,Athens,isls,telesat,1015,356,358,8.42,8.42,15.20,16.84,18.49,1.01,199985/200000 (100%),kuiper,630,1161,1163,5.48,5.48,10.26,10.97,12.25,0.55,199990/200000 (100%),starlink,550,1589,1591,4.58,4.58,8.91,9.15,9.66,0.19,199991/200000 (100%),Turkey,Greece,"76,72475","77,0544583333333","78,863375","0,520583333333333","820,482656722967","8,20482656722967",1,"2675,4819375",1,"1697,1421875",1,"1411,971225"
Limassol,Izmir,isls,telesat,1015,354,357,8.34,8.34,15.30,16.68,19.26,1.39,199985/200000 (100%),kuiper,630,1159,1162,5.02,5.02,9.65,10.05,10.76,0.29,199991/200000 (100%),starlink,550,1587,1590,4.43,4.43,8.27,8.87,9.97,0.41,199992/200000 (100%),Cyprus,Turkey,"117,2725","126,153166666667","154,329458333333","10,7493333333333","671,620691484909","6,71620691484909",1,"2865,9970625",1,"1547,16070833333",1,"1395,864775"
TelAviv,Jerusalem,isls,telesat,1015,352,353,8.88,8.88,16.21,17.77,19.26,0.91,199981/200000 (100%),kuiper,630,1157,1158,4.65,4.65,8.44,9.31,10.77,0.71,199992/200000 (100%),starlink,550,1585,1586,3.78,3.78,7.13,7.55,8.37,0.33,199993/200000 (100%),Israel,Israel,"2,79258333333333","2,8895","3,24091666666667","0,108083333333333","46,8948414820853","0,468948414820853",1,"2632,46591666667",1,"1448,71359375",1,"1188,662546875"
Jerusalem,Athens,isls,telesat,1015,353,358,8.82,8.82,16.73,17.63,20.18,0.96,199983/200000 (100%),kuiper,630,1158,1163,6.39,6.39,12.20,12.79,13.99,0.50,199988/200000 (100%),starlink,550,1586,1591,5.74,5.74,11.08,11.47,14.43,0.62,199989/200000 (100%),Israel,Greece,"251,921","252,086083333333","252,819166666667","0,526125","1253,55077781388","12,5355077781388",1,"3012,973125",1,"1944,9083125","1,16666666666667","1808,15314185811"
Limassol,Beirut,isls,telesat,1015,354,355,8.79,8.79,16.81,17.58,19.12,0.65,199981/200000 (100%),kuiper,630,1159,1160,4.90,4.90,8.81,9.79,11.82,0.88,199992/200000 (100%),starlink,550,1587,1588,3.95,3.95,7.09,7.90,8.84,0.60,199993/200000 (100%),Cyprus,Lebanon,"119,93525","123,993583333333","140,258958333333","4,73004166666667","239,995891847268","2,39995891847268",1,"2749,486625",1,"1497,9065625",1,"1290,541575"
Ankara,Izmir,isls,telesat,1015,356,357,8.54,8.54,15.20,17.09,18.93,1.25,199985/200000 (100%),kuiper,630,1161,1162,5.00,5.00,9.19,10.00,11.34,0.59,199991/200000 (100%),starlink,550,1589,1590,4.10,4.10,7.80,8.20,9.31,0.41,199993/200000 (100%),Turkey,Turkey,"19,9151666666667","28,507375","55,7949166666667","10,4827083333333","521,034141223885","5,21034141223885",1,"2730,724125",1,"1589,84258333333",1,"1286,52903125"
TelAviv,Limassol,isls,telesat,1015,352,354,8.66,8.66,16.50,17.31,19.50,0.78,199981/200000 (100%),kuiper,630,1157,1159,5.00,5.00,8.93,9.99,12.01,0.94,199991/200000 (100%),starlink,550,1585,1587,3.96,3.96,7.21,7.92,8.81,0.46,199993/200000 (100%),Israel,Cyprus,"116,794208333333","117,512291666667","123,133625","1,39741666666667","334,689660996318","3,34689660996318",1,"2616,4821875",1,"1605,388234375",1,"1265,31489583333"
Jerusalem,Ankara,isls,telesat,1015,353,356,9.29,9.29,18.06,18.59,19.59,0.40,199982/200000 (100%),kuiper,630,1158,1161,"5,67","5,67",10.77,11.33,11.81,0.82,199991/200000 (100%),starlink,550,1586,1589,5.02,5.02,9.58,10.03,11.20,0.42,199991/200000 (100%),Israel,Turkey,"98,5175652173913","98,8164782608696","99,9208695652174","0,443043478260869","932,117605683595","9,32117605683595",1,"2830,77433333333",1,"1694,20116666667",1,"1514,85053125"
Limassol,Tunis,isls,telesat,1015,354,359,10.75,10.75,20.92,21.49,22.98,0.52,199979/200000 (100%),kuiper,630,1159,1164,10.44,10.44,19.40,20.88,24.21,1.07,199979/200000 (100%),starlink,550,1587,1592,10.91,10.91,20.25,21.82,31.66,3.08,199979/200000 (100%),Cyprus,Tunisia,"74,2925833333333","75,6787083333333","84,831625","2,189375","2155,72588699945","21,5572588699945",1,"3329,44",2,"3239,76833983764","2,5","3593,39465288804"
TelAviv,Athens,isls,telesat,1015,352,358,8.72,8.72,16.48,17.44,20.15,1.03,199983/200000 (100%),kuiper,630,1157,1163,6.25,6.25,11.93,12.49,13.63,0.49,199988/200000 (100%),starlink,550,1585,1591,5.55,5.55,10.80,11.10,12.62,0.43,199990/200000 (100%),Israel,Greece,"81,383875","81,5597083333333","82,5780833333333","0,374333333333333","1207,70279990194","12,0770279990194",1,"3013,8525625",1,"1910,90440625",1,"1700,216175"
Cairo,Athens,isls,telesat,1015,351,358,8.30,8.30,15.83,16.59,18.67,0.74,199983/200000 (100%),kuiper,630,1156,1163,6.12,6.12,11.53,12.23,15.19,0.72,199988/200000 (100%),starlink,550,1584,1591,5.31,5.31,10.42,10.63,11.17,0.19,199990/200000 (100%),Egypt,Greece,"100,00725","101,379041666667","114,195791666667","2,81058333333333","1118,35061461242","11,1835061461242",1,"2798,674125",1,"1875,48789583333",1,"1623,131234375"
TelAviv,Beirut,isls,telesat,1015,352,355,8.99,8.99,17.12,17.98,19.26,0.69,199981/200000 (100%),kuiper,630,1157,1160,4.77,4.77,8.56,9.53,11.57,0.89,199992/200000 (100%),starlink,550,1585,1588,3.88,3.88,7.05,7.76,8.77,0.43,199993/200000 (100%),Israel,Lebanon,"99,6420416666667","102,951625","116,630583333333","3,88170833333333","208,06963292449","2,0806963292449",1,"2712,31095833333",1,"1473,37041666667",1,"1235,256203125"
TelAviv,Izmir,isls,telesat,1015,352,357,8.66,8.66,16.40,17.32,19.80,0.98,199983/200000 (100%),kuiper,630,1157,1162,5.76,5.76,11.07,11.52,12.39,0.55,199979/200000 (100%),starlink,550,1585,1590,5.06,5.06,9.72,10.11,10.83,0.28,199991/200000 (100%),Israel,Turkey,"102,328416666667","110,619041666667","138,157833333333","10,1141666666667","994,76108947979","9,9476108947979",1,"2949,6335625",1,"1747,26945833333",1,"1542,9786875"
Cairo,Tunis,isls,telesat,1015,351,359,10.69,10.69,20.58,21.39,23.31,0.78,199979/200000 (100%),kuiper,630,1156,1164,10.63,10.63,20.11,21.25,24.24,0.71,199979/200000 (100%),starlink,550,1584,1592,10.56,10.56,19.23,21.13,25.96,1.64,199979/200000 (100%),Egypt,Tunisia,"72,743125","73,888375","80,1497083333333","1,564875","2085,51023955473","20,8551023955472",1,"3368,36175",2,"3229,00522015104",2,"3267,2790744922"
Cairo,Limassol,isls,telesat,1015,351,354,8.24,8.24,15.48,16.49,19.34,1.06,199981/200000 (100%),kuiper,630,1156,1159,4.98,4.98,9.57,9.95,11.13,0.41,199991/200000 (100%),starlink,550,1584,1587,4.19,4.19,7.82,8.38,9.51,0.44,199992/200000 (100%),Egypt,Cyprus,"109,144625","110,5745","119,38975","2,148375","539,956327541035","5,39956327541035",1,"2445,1080625",1,"1542,6086875",1,"1316,2364375"
TelAviv,Ankara,isls,telesat,1015,352,356,9.19,9.19,17.88,18.38,19.44,0.43,199982/200000 (100%),kuiper,630,1157,1161,5.44,5.44,10.47,10.88,11.60,0.28,199990/200000 (100%),starlink,550,1585,1589,4.94,4.94,9.39,9.87,11.02,0.42,199991/200000 (100%),Israel,Turkey,"103,093739130435","103,442956521739","105,967391304348","0,657739130434783","891,452909581334","8,91452909581334",1,"2806,141125",1,"1667,49252083333",1,"1492,71225"
Beirut,Tunis,isls,telesat,1015,355,359,11.41,11.41,22.31,22.82,24.35,0.52,199977/200000 (100%),kuiper,630,1160,1164,11.27,11.27,20.92,22.54,25.51,0.79,199978/200000 (100%),starlink,550,1588,1592,11.70,11.70,21.44,23.39,32.53,3.77,199968/200000 (100%),Lebanon,Tunisia,"75,0632083333333","78,0005","89,0624583333333","3,0185","2387,27890315932","23,8727890315932",1,"3507,2955625",2,"3435,9117518583",3,"4076,14690687178"
Jerusalem,Beirut,isls,telesat,1015,353,355,9.03,9.03,17.10,18.07,19.02,0.59,199981/200000 (100%),kuiper,630,1158,1160,4.75,4.75,8.59,9.51,11.47,0.85,199992/200000 (100%),starlink,550,1586,1588,3.89,3.89,7.16,7.77,8.81,0.41,199993/200000 (100%),Israel,Lebanon,"112,909666666667","116,096166666667","130,450833333333","3,89145833333333","236,988589766879","2,36988589766879",1,"2706,41379166667",1,"1466,07439583333",1,"1245,665175"
Beirut,Izmir,isls,telesat,1015,355,357,8.75,8.75,16.38,17.51,19.79,1.15,199983/200000 (100%),kuiper,630,1160,1162,5.44,5.44,10.58,10.88,11.58,0.24,199990/200000 (100%),starlink,550,1588,1590,4.96,4.96,9.27,9.93,10.77,0.46,199991/200000 (100%),Lebanon,Turkey,"106,619416666667","117,7735","147,581541666667","11,0290833333333","901,159549882732","9,01159549882733",1,"2923,778625",1,"1672,32866666667",1,"1540,27678571429"
Cairo,TelAviv,isls,telesat,1015,351,352,8.51,8.51,15.22,17.02,20.91,1.62,199980/200000 (100%),kuiper,630,1156,1157,4.67,4.67,8.89,9.34,10.05,0.30,199991/200000 (100%),starlink,550,1584,1585,3.99,3.99,7.38,7.98,8.88,0.41,199992/200000 (100%),Egypt,Israel,"98,8215833333333","99,8837916666667","106,0435","1,53775","414,813672905238","4,14813672905238",1,"2327,4404375",1,"1461,709828125",1,"1258,735975"
